Loop View,Loop ID,Loop Name,Loop Status,Compliance Status,Tags,Created Date,Closing Date,Expiration Date,Listing Date,Joined Date,Offer Date,Address,Price,Created By,Created By Admin,Agents,Property Address / City,Property Address / Country,Property Address / County,Property Address / State/Prov,Property Address / Street Name,Property Address / Street Number,Property Address / Zip/Postal Code,Contract Dates / Closing Date,Contract Dates / Contract Agreement Date,Financials / Earnest Money Amount,Financials / Earnest Money Held By,Financials / Purchase/Sale Price,Financials / Sale Commission Rate,Financials / Sale Commission Split $ - Buy Side,Financials / Sale Commission Split $ - Sell Side,Financials / Sale Commission Split % - Buy Side,Financials / Sale Commission Split % - Sell Side,Financials / Sale Commission Total,Listing Information / Current Price,Listing Information / Original Price,Listing Information / Listing Date,Property / Bathrooms,Property / Bedrooms,Property / Lot Size,Property / Square Footage,Property / Type,Property / Year Built,Referral / Referral %,Referral / Referral Source,Company Information / office managing broker,Net to Office
300000093,300000093,"7261 Maple Dr, Roswell, GA 30000",Under Contract,Pending,,2026-01-07,2026-04-03,2026-07-06,2026-01-07,2026-01-07,2026-02-26,"7261 Maple Dr, Roswell, GA 30000","$370,900.00",Amanda Garcia,false,Amanda Garcia,Roswell,USA,Fulton,GA,"Maple Dr,",7261,30000,2026-04-03,2026-02-26,"$3,709.00",Broker,"$370,900.00",3%,,"$11,127.00",0%,3%,"$11,127.00","$370,900.00","$397,900.00",01/07/2026,4,6,9204,4304,Condo,1996,0%,Direct Mail,John Broker,"$2,225.40"
300000094,300000094,"5360 Lakeview Dr, Smyrna, GA 30000",Under Contract,Pending,,2025-12-19,2026-04-04,2026-06-17,2025-12-19,2025-12-19,2026-02-06,"5360 Lakeview Dr, Smyrna, GA 30000","$299,900.00",William Jackson,false,William Jackson,Smyrna,USA,Fulton,GA,"Lakeview Dr,",5360,30000,2026-04-04,2026-02-06,"$2,999.00",Broker,"$299,900.00",3%,"$8,997.00","$8,997.00",3%,3%,"$17,994.00","$299,900.00","$299,900.00",12/19/2025,2,3,38323,4103,Condo,1997,0%,Walk-in,John Broker,"$3,598.80"
300000095,300000095,"9621 Pine Ln, Decatur, GA 30000",Sold,Approved,,2025-04-28,2025-09-16,2025-10-25,2025-04-28,2025-04-28,2025-07-25,"9621 Pine Ln, Decatur, GA 30000","$293,900.00",David Martinez,false,David Martinez,Decatur,USA,Fulton,GA,"Pine Ln,",9621,30000,2025-09-16,2025-07-25,"$2,939.00",Broker,"$293,900.00",3%,,"$8,817.00",0%,3%,"$8,817.00","$293,900.00","$322,900.00",04/28/2025,2,5,23580,3427,Condo,1996,0%,Facebook Ads,John Broker,"$1,763.40"
300000096,300000096,"1804 Main St, Roswell, GA 30000",Sold,Approved,Top Producer,2025-04-10,2025-06-13,2025-10-07,2025-04-10,2025-04-10,2025-05-01,"1804 Main St, Roswell, GA 30000","$1,107,900.00",David Martinez,false,David Martinez,Roswell,USA,Fulton,GA,"Main St,",1804,30000,2025-06-13,2025-05-01,"$11,079.00",Broker,"$1,107,900.00",3%,"$33,237.00",,3%,0%,"$33,237.00","$1,107,900.00","$1,139,900.00",04/10/2025,5,3,33107,3637,Multi-Family,1981,0%,Walk-in,John Broker,"$6,647.40"
300000097,300000097,"8416 Pine Ln, Lawrenceville, GA 30000",Under Contract,Pending,,2025-01-30,2025-06-01,2025-07-29,2025-01-30,2025-01-30,2025-04-23,"8416 Pine Ln, Lawrenceville, GA 30000","$269,900.00",Lisa Thomas,false,Lisa Thomas,Lawrenceville,USA,Fulton,GA,"Pine Ln,",8416,30000,2025-06-01,2025-04-23,"$2,699.00",Broker,"$269,900.00",3%,"$8,097.00",,3%,0%,"$8,097.00","$269,900.00","$290,900.00",01/30/2025,5,3,23387,2039,Land,2001,0%,Open House,John Broker,"$1,619.40"
300000098,300000098,"9594 Cedar Blvd, Lawrenceville, GA 30000",Archived,Pending,Top Producer,2025-03-27,,2025-09-23,2025-03-27,2025-03-27,2025-04-30,"9594 Cedar Blvd, Lawrenceville, GA 30000","$917,900.00",William Jackson,false,William Jackson,Lawrenceville,USA,Fulton,GA,"Cedar Blvd,",9594,30000,,2025-04-30,"$9,179.00",Broker,"$917,900.00",3%,,"$27,537.00",0%,3%,"$27,537.00","$917,900.00","$931,900.00",03/27/2025,2,3,24956,2920,Single Family,2017,0%,Sphere of Influence,John Broker,"$5,507.40"
300000099,300000099,"7136 Main St, Decatur, GA 30000",Sold,Approved,,2025-08-01,2025-10-19,2026-01-28,2025-08-01,2025-08-01,2025-09-18,"7136 Main St, Decatur, GA 30000","$310,900.00",Emily Chen,false,Emily Chen,Decatur,USA,Fulton,GA,"Main St,",7136,30000,2025-10-19,2025-09-18,"$3,109.00",Broker,"$310,900.00",3%,,"$9,327.00",0%,3%,"$9,327.00","$310,900.00","$315,900.00",08/01/2025,4,3,6294,4154,Land,1980,0%,Open House,John Broker,"$1,865.40"
300000100,300000100,"7374 Elm St, Lawrenceville, GA 30000",Under Contract,Pending,,2025-12-24,2026-03-05,2026-06-22,2025-12-24,2025-12-24,2026-01-06,"7374 Elm St, Lawrenceville, GA 30000","$605,900.00",Sarah Miller,false,Sarah Miller,Lawrenceville,USA,Fulton,GA,"Elm St,",7374,30000,2026-03-05,2026-01-06,"$6,059.00",Broker,"$605,900.00",3%,,"$18,177.00",0%,3%,"$18,177.00","$605,900.00","$613,900.00",12/24/2025,2,4,15319,1547,Multi-Family,1997,0%,Direct Mail,John Broker,"$3,635.40"
300000101,300000101,"7195 Hillcrest Rd, Decatur, GA 30000",Under Contract,Pending,,2025-12-21,2026-03-29,2026-06-19,2025-12-21,2025-12-21,2026-01-29,"7195 Hillcrest Rd, Decatur, GA 30000","$174,900.00",David Martinez,false,David Martinez,Decatur,USA,Fulton,GA,"Hillcrest Rd,",7195,30000,2026-03-29,2026-01-29,"$1,749.00",Broker,"$174,900.00",3%,"$5,247.00",,3%,0%,"$5,247.00","$174,900.00","$204,900.00",12/21/2025,5,4,5267,4941,Land,1992,0%,Sphere of Influence,John Broker,"$1,049.40"
300000102,300000102,"4265 Pine Ln, Decatur, GA 30000",Under Contract,Pending,,2025-05-23,2025-07-14,2025-11-19,2025-05-23,2025-05-23,2025-06-06,"4265 Pine Ln, Decatur, GA 30000","$558,900.00",Jennifer Taylor,false,Jennifer Taylor,Decatur,USA,Fulton,GA,"Pine Ln,",4265,30000,2025-07-14,2025-06-06,"$5,589.00",Broker,"$558,900.00",3%,"$16,767.00",,3%,0%,"$16,767.00","$558,900.00","$580,900.00",05/23/2025,3,3,21359,4349,Single Family,2012,0%,Realtor.com,John Broker,"$3,353.40"
300000103,300000103,"6788 Cedar Blvd, Kennesaw, GA 30000",Under Contract,Pending,,2026-02-01,2026-04-16,2026-07-31,2026-02-01,2026-02-01,2026-03-17,"6788 Cedar Blvd, Kennesaw, GA 30000","$121,900.00",Matthew Thompson,false,Matthew Thompson,Kennesaw,USA,Fulton,GA,"Cedar Blvd,",6788,30000,2026-04-16,2026-03-17,"$1,219.00",Broker,"$121,900.00",3%,,"$3,657.00",0%,3%,"$3,657.00","$121,900.00","$121,900.00",02/01/2026,2,5,16309,3133,Land,2008,25%,Referral,John Broker,$731.40
300000104,300000104,"2620 Washington Ave, Marietta, GA 30000",Sold,Approved,Top Producer,2025-09-12,2025-12-02,2026-03-11,2025-09-12,2025-09-12,2025-10-20,"2620 Washington Ave, Marietta, GA 30000","$843,900.00",David Martinez,false,David Martinez,Marietta,USA,Fulton,GA,"Washington Ave,",2620,30000,2025-12-02,2025-10-20,"$8,439.00",Broker,"$843,900.00",3%,,"$25,317.00",0%,3%,"$25,317.00","$843,900.00","$876,900.00",09/12/2025,4,4,24629,2332,Multi-Family,1995,0%,Facebook Ads,John Broker,"$5,063.40"
300000105,300000105,"7178 Elm St, Marietta, GA 30000",Under Contract,Pending,,2025-09-10,2026-01-14,2026-03-09,2025-09-10,2025-09-10,2025-12-08,"7178 Elm St, Marietta, GA 30000","$241,000.00",Michael Brown,false,Michael Brown,Marietta,USA,Fulton,GA,"Elm St,",7178,30000,2026-01-14,2025-12-08,"$2,410.00",Broker,"$241,000.00",3%,"$7,230.00",,3%,0%,"$7,230.00","$241,000.00","$252,000.00",09/10/2025,5,6,39475,3939,Condo,1981,0%,Sphere of Influence,John Broker,"$1,446.00"
300000106,300000106,"9651 Maple Dr, Marietta, GA 30000",Active Listings,Pending,,2025-10-01,,2026-03-30,2025-10-01,2025-10-01,,"9651 Maple Dr, Marietta, GA 30000","$530,900.00",Christopher Harris,false,Christopher Harris,Marietta,USA,Fulton,GA,"Maple Dr,",9651,30000,,,"$5,309.00",Broker,"$530,900.00",3%,,"$15,927.00",0%,3%,"$15,927.00","$530,900.00","$538,900.00",10/01/2025,3,6,25213,4698,Multi-Family,1989,25%,Referral,John Broker,"$3,185.40"
300000107,300000107,"2243 Washington Ave, Roswell, GA 30000",Sold,Approved,,2025-05-31,2025-07-22,2025-11-27,2025-05-31,2025-05-31,2025-06-09,"2243 Washington Ave, Roswell, GA 30000","$421,900.00",David Martinez,false,David Martinez,Roswell,USA,Fulton,GA,"Washington Ave,",2243,30000,2025-07-22,2025-06-09,"$4,219.00",Broker,"$421,900.00",3%,,"$12,657.00",0%,3%,"$12,657.00","$421,900.00","$445,900.00",05/31/2025,2,3,18108,3740,Condo,2002,0%,Zillow,John Broker,"$2,531.40"
300000108,300000108,"6794 Oak Ave, Roswell, GA 30000",Under Contract,Pending,,2025-02-22,2025-05-28,2025-08-21,2025-02-22,2025-02-22,2025-04-21,"6794 Oak Ave, Roswell, GA 30000","$456,900.00",Christopher Harris,false,Christopher Harris,Roswell,USA,Fulton,GA,"Oak Ave,",6794,30000,2025-05-28,2025-04-21,"$4,569.00",Broker,"$456,900.00",3%,,"$13,707.00",0%,3%,"$13,707.00","$456,900.00","$475,900.00",02/22/2025,5,3,15138,2647,Townhouse,1997,0%,Walk-in,John Broker,"$2,741.40"
300000109,300000109,"2983 Cedar Blvd, Smyrna, GA 30000",Sold,Approved,,2025-05-25,2025-09-27,2025-11-21,2025-05-25,2025-05-25,2025-08-14,"2983 Cedar Blvd, Smyrna, GA 30000","$74,900.00",Robert Anderson,false,Robert Anderson,Smyrna,USA,Fulton,GA,"Cedar Blvd,",2983,30000,2025-09-27,2025-08-14,$749.00,Broker,"$74,900.00",3%,"$2,247.00",,3%,0%,"$2,247.00","$74,900.00","$99,900.00",05/25/2025,2,3,25312,1974,Land,1983,0%,Open House,John Broker,$449.40
300000110,300000110,"8844 Elm St, Atlanta, GA 30000",Under Contract,Pending,,2025-11-07,2026-01-24,2026-05-06,2025-11-07,2025-11-07,2025-12-17,"8844 Elm St, Atlanta, GA 30000","$680,900.00",Jennifer Taylor,false,Jennifer Taylor,Atlanta,USA,Fulton,GA,"Elm St,",8844,30000,2026-01-24,2025-12-17,"$6,809.00",Broker,"$680,900.00",3%,"$20,427.00","$20,427.00",3%,3%,"$40,854.00","$680,900.00","$689,900.00",11/07/2025,3,5,5800,4560,Multi-Family,2022,0%,Realtor.com,John Broker,"$8,170.80"
300000111,300000111,"5836 Park Pl, Roswell, GA 30000",Sold,Approved,Top Producer,2025-07-30,2025-12-23,2026-01-26,2025-07-30,2025-07-30,2025-10-24,"5836 Park Pl, Roswell, GA 30000","$882,900.00",Christopher Harris,false,Christopher Harris,Roswell,USA,Fulton,GA,"Park Pl,",5836,30000,2025-12-23,2025-10-24,"$8,829.00",Broker,"$882,900.00",3%,"$26,487.00",,3%,0%,"$26,487.00","$882,900.00","$882,900.00",07/30/2025,5,3,32174,1892,Single Family,2008,0%,Direct Mail,John Broker,"$5,297.40"
300000112,300000112,"3306 Main St, Alpharetta, GA 30000",Under Contract,Pending,,2025-12-12,2026-03-24,2026-06-10,2025-12-12,2025-12-12,2026-01-30,"3306 Main St, Alpharetta, GA 30000","$263,900.00",Michael Brown,false,Michael Brown,Alpharetta,USA,Fulton,GA,"Main St,",3306,30000,2026-03-24,2026-01-30,"$2,639.00",Broker,"$263,900.00",3%,,"$7,917.00",0%,3%,"$7,917.00","$263,900.00","$291,900.00",12/12/2025,5,6,9513,3105,Land,1984,0%,Realtor.com,John Broker,"$1,583.40"
300000113,300000113,"262 Main St, Sandy Springs, GA 30000",Active Listings,Pending,Top Producer,2025-11-18,,2026-05-17,2025-11-18,2025-11-18,,"262 Main St, Sandy Springs, GA 30000","$1,414,000.00",Emily Chen,false,Emily Chen,Sandy Springs,USA,Fulton,GA,"Main St,",262,30000,,,"$14,140.00",Broker,"$1,414,000.00",3%,"$42,420.00",,3%,0%,"$42,420.00","$1,414,000.00","$1,436,000.00",11/18/2025,3,3,15705,2272,Single Family,1986,0%,Open House,John Broker,"$8,484.00"
300000114,300000114,"9555 Washington Ave, Roswell, GA 30000",Sold,Approved,,2025-04-15,2025-07-06,2025-10-12,2025-04-15,2025-04-15,2025-05-19,"9555 Washington Ave, Roswell, GA 30000","$605,900.00",Ashley Martin,false,Ashley Martin,Roswell,USA,Fulton,GA,"Washington Ave,",9555,30000,2025-07-06,2025-05-19,"$6,059.00",Broker,"$605,900.00",3%,,"$18,177.00",0%,3%,"$18,177.00","$605,900.00","$611,900.00",04/15/2025,3,3,27268,4364,Single Family,2018,0%,Direct Mail,John Broker,"$3,635.40"
300000115,300000115,"8745 Main St, Atlanta, GA 30000",Active Listings,Pending,,2025-12-22,,2026-06-20,2025-12-22,2025-12-22,,"8745 Main St, Atlanta, GA 30000","$651,900.00",Jennifer Taylor,false,Jennifer Taylor,Atlanta,USA,Fulton,GA,"Main St,",8745,30000,,,"$6,519.00",Broker,"$651,900.00",3%,,"$19,557.00",0%,3%,"$19,557.00","$651,900.00","$661,900.00",12/22/2025,2,6,38083,3551,Townhouse,2012,0%,Open House,John Broker,"$3,911.40"
300000116,300000116,"1590 Hillcrest Rd, Kennesaw, GA 30000",Under Contract,Pending,,2025-02-15,2025-05-18,2025-08-14,2025-02-15,2025-02-15,2025-03-20,"1590 Hillcrest Rd, Kennesaw, GA 30000","$82,900.00",Robert Anderson,false,Robert Anderson,Kennesaw,USA,Fulton,GA,"Hillcrest Rd,",1590,30000,2025-05-18,2025-03-20,$829.00,Broker,"$82,900.00",3%,"$2,487.00",,3%,0%,"$2,487.00","$82,900.00","$82,900.00",02/15/2025,3,3,24918,4109,Land,2018,25%,Referral,John Broker,$497.40
300000117,300000117,"2300 Main St, Decatur, GA 30000",Active Listings,Pending,,2025-07-06,,2026-01-02,2025-07-06,2025-07-06,,"2300 Main St, Decatur, GA 30000","$374,000.00",Emily Chen,false,Emily Chen,Decatur,USA,Fulton,GA,"Main St,",2300,30000,,,"$3,740.00",Broker,"$374,000.00",3%,,"$11,220.00",0%,3%,"$11,220.00","$374,000.00","$411,000.00",07/06/2025,5,5,36314,3558,Condo,1991,0%,Direct Mail,John Broker,"$2,244.00"
300000118,300000118,"1632 Hillcrest Rd, Alpharetta, GA 30000",Under Contract,Pending,,2025-03-10,2025-05-24,2025-09-06,2025-03-10,2025-03-10,2025-04-19,"1632 Hillcrest Rd, Alpharetta, GA 30000","$776,000.00",William Jackson,false,William Jackson,Alpharetta,USA,Fulton,GA,"Hillcrest Rd,",1632,30000,2025-05-24,2025-04-19,"$7,760.00",Broker,"$776,000.00",3%,"$23,280.00",,3%,0%,"$23,280.00","$776,000.00","$776,000.00",03/10/2025,5,3,35222,4012,Multi-Family,2005,0%,Sphere of Influence,John Broker,"$4,656.00"
300000119,300000119,"7603 Washington Ave, Alpharetta, GA 30000",Active Listings,Pending,,2025-04-09,,2025-10-06,2025-04-09,2025-04-09,,"7603 Washington Ave, Alpharetta, GA 30000","$337,900.00",Emily Chen,false,Emily Chen,Alpharetta,USA,Fulton,GA,"Washington Ave,",7603,30000,,,"$3,379.00",Broker,"$337,900.00",3%,,"$10,137.00",0%,3%,"$10,137.00","$337,900.00","$385,900.00",04/09/2025,5,4,19485,3917,Condo,2022,0%,Zillow,John Broker,"$2,027.40"
300000120,300000120,"6458 Washington Ave, Kennesaw, GA 30000",Active Listings,Pending,,2025-08-20,,2026-02-16,2025-08-20,2025-08-20,,"6458 Washington Ave, Kennesaw, GA 30000","$80,900.00",Ashley Martin,false,Ashley Martin,Kennesaw,USA,Fulton,GA,"Washington Ave,",6458,30000,,,$809.00,Broker,"$80,900.00",3%,,"$2,427.00",0%,3%,"$2,427.00","$80,900.00","$101,900.00",08/20/2025,3,6,14870,4283,Land,1987,25%,Referral,John Broker,$485.40
300000121,300000121,"8865 Hillcrest Rd, Lawrenceville, GA 30000",Under Contract,Pending,,2026-01-04,2026-05-21,2026-07-03,2026-01-04,2026-01-04,2026-03-27,"8865 Hillcrest Rd, Lawrenceville, GA 30000","$591,900.00",Elizabeth White,false,Elizabeth White,Lawrenceville,USA,Fulton,GA,"Hillcrest Rd,",8865,30000,2026-05-21,2026-03-27,"$5,919.00",Broker,"$591,900.00",3%,,"$17,757.00",0%,3%,"$17,757.00","$591,900.00","$612,900.00",01/04/2026,3,5,30813,4587,Single Family,2004,0%,Realtor.com,John Broker,"$3,551.40"
300000122,300000122,"6122 Oak Ave, Kennesaw, GA 30000",Archived,Pending,,2025-02-05,,2025-08-04,2025-02-05,2025-02-05,2025-02-15,"6122 Oak Ave, Kennesaw, GA 30000","$622,900.00",David Martinez,false,David Martinez,Kennesaw,USA,Fulton,GA,"Oak Ave,",6122,30000,,2025-02-15,"$6,229.00",Broker,"$622,900.00",3%,,"$18,687.00",0%,3%,"$18,687.00","$622,900.00","$663,900.00",02/05/2025,3,6,5660,1621,Multi-Family,1999,25%,Referral,John Broker,"$3,737.40"
300000123,300000123,"6592 Main St, Sandy Springs, GA 30000",Sold,Approved,,2025-01-29,2025-05-02,2025-07-28,2025-01-29,2025-01-29,2025-03-14,"6592 Main St, Sandy Springs, GA 30000","$657,000.00",Elizabeth White,false,Elizabeth White,Sandy Springs,USA,Fulton,GA,"Main St,",6592,30000,2025-05-02,2025-03-14,"$6,570.00",Broker,"$657,000.00",3%,,"$19,710.00",0%,3%,"$19,710.00","$657,000.00","$668,000.00",01/29/2025,4,3,23494,2103,Townhouse,2007,0%,Facebook Ads,John Broker,"$3,942.00"
300000124,300000124,"2666 Washington Ave, Atlanta, GA 30000",Under Contract,Pending,,2025-09-16,2026-01-26,2026-03-15,2025-09-16,2025-09-16,2025-12-08,"2666 Washington Ave, Atlanta, GA 30000","$366,000.00",William Jackson,false,William Jackson,Atlanta,USA,Fulton,GA,"Washington Ave,",2666,30000,2026-01-26,2025-12-08,"$3,660.00",Broker,"$366,000.00",3%,,"$10,980.00",0%,3%,"$10,980.00","$366,000.00","$387,000.00",09/16/2025,5,6,37652,2548,Townhouse,2000,0%,Walk-in,John Broker,"$2,196.00"
300000125,300000125,"5057 Cedar Blvd, Marietta, GA 30000",Active Listings,Pending,,2025-07-14,,2026-01-10,2025-07-14,2025-07-14,,"5057 Cedar Blvd, Marietta, GA 30000","$443,900.00",Jessica Davis,false,Jessica Davis,Marietta,USA,Fulton,GA,"Cedar Blvd,",5057,30000,,,"$4,439.00",Broker,"$443,900.00",3%,"$13,317.00",,3%,0%,"$13,317.00","$443,900.00","$453,900.00",07/14/2025,4,5,18703,3632,Townhouse,2022,0%,Realtor.com,John Broker,"$2,663.40"
300000126,300000126,"9726 Park Pl, Smyrna, GA 30000",Under Contract,Pending,Top Producer,2025-03-16,2025-07-07,2025-09-12,2025-03-16,2025-03-16,2025-05-22,"9726 Park Pl, Smyrna, GA 30000","$1,000,000.00",Matthew Thompson,false,Matthew Thompson,Smyrna,USA,Fulton,GA,"Park Pl,",9726,30000,2025-07-07,2025-05-22,"$10,000.00",Broker,"$1,000,000.00",3%,"$30,000.00","$30,000.00",3%,3%,"$60,000.00","$1,000,000.00","$1,034,000.00",03/16/2025,2,5,23155,3978,Multi-Family,2001,0%,Zillow,John Broker,"$12,000.00"
300000127,300000127,"1468 Oak Ave, Decatur, GA 30000",Under Contract,Pending,,2025-12-30,2026-04-25,2026-06-28,2025-12-30,2025-12-30,2026-02-27,"1468 Oak Ave, Decatur, GA 30000","$646,900.00",Ashley Martin,false,Ashley Martin,Decatur,USA,Fulton,GA,"Oak Ave,",1468,30000,2026-04-25,2026-02-27,"$6,469.00",Broker,"$646,900.00",3%,,"$19,407.00",0%,3%,"$19,407.00","$646,900.00","$646,900.00",12/30/2025,5,4,8098,2721,Single Family,2009,25%,Referral,John Broker,"$3,881.40"
300000128,300000128,"9980 Hillcrest Rd, Smyrna, GA 30000",Archived,Pending,Top Producer,2025-12-06,,2026-06-04,2025-12-06,2025-12-06,2026-01-30,"9980 Hillcrest Rd, Smyrna, GA 30000","$1,453,900.00",Lisa Thomas,false,Lisa Thomas,Smyrna,USA,Fulton,GA,"Hillcrest Rd,",9980,30000,,2026-01-30,"$14,539.00",Broker,"$1,453,900.00",3%,"$43,617.00",,3%,0%,"$43,617.00","$1,453,900.00","$1,460,900.00",12/06/2025,3,4,5602,3075,Single Family,2010,0%,Open House,John Broker,"$8,723.40"
300000129,300000129,"2019 Park Pl, Decatur, GA 30000",Archived,Pending,,2026-01-26,,2026-07-25,2026-01-26,2026-01-26,2026-02-14,"2019 Park Pl, Decatur, GA 30000","$505,900.00",Jessica Davis,false,Jessica Davis,Decatur,USA,Fulton,GA,"Park Pl,",2019,30000,,2026-02-14,"$5,059.00",Broker,"$505,900.00",3%,"$15,177.00",,3%,0%,"$15,177.00","$505,900.00","$549,900.00",01/26/2026,5,5,39524,3695,Condo,2011,0%,Sphere of Influence,John Broker,"$3,035.40"
300000130,300000130,"7298 Main St, Roswell, GA 30000",Archived,Pending,,2025-11-08,,2026-05-07,2025-11-08,2025-11-08,2026-02-03,"7298 Main St, Roswell, GA 30000","$400,900.00",Sarah Miller,false,Sarah Miller,Roswell,USA,Fulton,GA,"Main St,",7298,30000,,2026-02-03,"$4,009.00",Broker,"$400,900.00",3%,"$12,027.00",,3%,0%,"$12,027.00","$400,900.00","$400,900.00",11/08/2025,5,4,13299,2749,Condo,2012,0%,Facebook Ads,John Broker,"$2,405.40"
300000131,300000131,"5012 Maple Dr, Lawrenceville, GA 30000",Under Contract,Pending,Top Producer,2026-01-05,2026-03-22,2026-07-04,2026-01-05,2026-01-05,2026-01-21,"5012 Maple Dr, Lawrenceville, GA 30000","$930,000.00",Amanda Garcia,false,Amanda Garcia,Lawrenceville,USA,Fulton,GA,"Maple Dr,",5012,30000,2026-03-22,2026-01-21,"$9,300.00",Broker,"$930,000.00",3%,,"$27,900.00",0%,3%,"$27,900.00","$930,000.00","$969,000.00",01/05/2026,4,6,21577,2386,Single Family,1997,0%,Walk-in,John Broker,"$5,580.00"
300000132,300000132,"8106 Lakeview Dr, Lawrenceville, GA 30000",Under Contract,Pending,,2026-01-20,2026-05-14,2026-07-19,2026-01-20,2026-01-20,2026-03-20,"8106 Lakeview Dr, Lawrenceville, GA 30000","$726,000.00",Amanda Garcia,false,Amanda Garcia,Lawrenceville,USA,Fulton,GA,"Lakeview Dr,",8106,30000,2026-05-14,2026-03-20,"$7,260.00",Broker,"$726,000.00",3%,,"$21,780.00",0%,3%,"$21,780.00","$726,000.00","$767,000.00",01/20/2026,5,4,22179,2548,Townhouse,2003,0%,Zillow,John Broker,"$4,356.00"
300000133,300000133,"6766 Main St, Kennesaw, GA 30000",Active Listings,Pending,,2025-08-12,,2026-02-08,2025-08-12,2025-08-12,,"6766 Main St, Kennesaw, GA 30000","$504,900.00",Michael Brown,false,Michael Brown,Kennesaw,USA,Fulton,GA,"Main St,",6766,30000,,,"$5,049.00",Broker,"$504,900.00",3%,"$15,147.00",,3%,0%,"$15,147.00","$504,900.00","$504,900.00",08/12/2025,5,5,17033,3862,Condo,2010,0%,Zillow,John Broker,"$3,029.40"
300000134,300000134,"7394 Main St, Alpharetta, GA 30000",Archived,Pending,,2025-04-14,,2025-10-11,2025-04-14,2025-04-14,2025-05-12,"7394 Main St, Alpharetta, GA 30000","$553,900.00",Jessica Davis,false,Jessica Davis,Alpharetta,USA,Fulton,GA,"Main St,",7394,30000,,2025-05-12,"$5,539.00",Broker,"$553,900.00",3%,"$16,617.00",,3%,0%,"$16,617.00","$553,900.00","$590,900.00",04/14/2025,3,6,19346,2235,Condo,1996,0%,Walk-in,John Broker,"$3,323.40"
300000135,300000135,"8658 Lakeview Dr, Woodstock, GA 30000",Active Listings,Pending,,2025-05-20,,2025-11-16,2025-05-20,2025-05-20,,"8658 Lakeview Dr, Woodstock, GA 30000","$359,000.00",Sarah Miller,false,Sarah Miller,Woodstock,USA,Fulton,GA,"Lakeview Dr,",8658,30000,,,"$3,590.00",Broker,"$359,000.00",3%,"$10,770.00","$10,770.00",3%,3%,"$21,540.00","$359,000.00","$359,000.00",05/20/2025,3,6,9613,4471,Condo,2011,0%,Open House,John Broker,"$4,308.00"
300000136,300000136,"5171 Hillcrest Rd, Roswell, GA 30000",Archived,Pending,,2026-01-18,,2026-07-17,2026-01-18,2026-01-18,2026-03-01,"5171 Hillcrest Rd, Roswell, GA 30000","$561,900.00",Jessica Davis,false,Jessica Davis,Roswell,USA,Fulton,GA,"Hillcrest Rd,",5171,30000,,2026-03-01,"$5,619.00",Broker,"$561,900.00",3%,,"$16,857.00",0%,3%,"$16,857.00","$561,900.00","$566,900.00",01/18/2026,2,4,6828,3302,Single Family,1984,0%,Direct Mail,John Broker,"$3,371.40"
300000137,300000137,"1362 Main St, Woodstock, GA 30000",Under Contract,Pending,,2025-12-05,2026-04-07,2026-06-03,2025-12-05,2025-12-05,2026-02-22,"1362 Main St, Woodstock, GA 30000","$282,900.00",Matthew Thompson,false,Matthew Thompson,Woodstock,USA,Fulton,GA,"Main St,",1362,30000,2026-04-07,2026-02-22,"$2,829.00",Broker,"$282,900.00",3%,"$8,487.00",,3%,0%,"$8,487.00","$282,900.00","$289,900.00",12/05/2025,2,6,5904,2356,Condo,2002,0%,Direct Mail,John Broker,"$1,697.40"
300000138,300000138,"9054 Park Pl, Decatur, GA 30000",Sold,Approved,Top Producer,2025-07-12,2025-10-16,2026-01-08,2025-07-12,2025-07-12,2025-09-01,"9054 Park Pl, Decatur, GA 30000","$1,191,900.00",Amanda Garcia,false,Amanda Garcia,Decatur,USA,Fulton,GA,"Park Pl,",9054,30000,2025-10-16,2025-09-01,"$11,919.00",Broker,"$1,191,900.00",3%,,"$35,757.00",0%,3%,"$35,757.00","$1,191,900.00","$1,206,900.00",07/12/2025,3,3,20291,2665,Multi-Family,1980,0%,Walk-in,John Broker,"$7,151.40"
300000139,300000139,"3444 Maple Dr, Marietta, GA 30000",Archived,Pending,,2025-05-11,,2025-11-07,2025-05-11,2025-05-11,2025-08-06,"3444 Maple Dr, Marietta, GA 30000","$367,900.00",James Wilson,false,James Wilson,Marietta,USA,Fulton,GA,"Maple Dr,",3444,30000,,2025-08-06,"$3,679.00",Broker,"$367,900.00",3%,,"$11,037.00",0%,3%,"$11,037.00","$367,900.00","$374,900.00",05/11/2025,5,5,5120,2236,Condo,1992,25%,Referral,John Broker,"$2,207.40"
300000140,300000140,"4207 Maple Dr, Atlanta, GA 30000",Under Contract,Pending,,2025-10-11,2026-01-12,2026-04-09,2025-10-11,2025-10-11,2025-11-19,"4207 Maple Dr, Atlanta, GA 30000","$338,900.00",Emily Chen,false,Emily Chen,Atlanta,USA,Fulton,GA,"Maple Dr,",4207,30000,2026-01-12,2025-11-19,"$3,389.00",Broker,"$338,900.00",3%,"$10,167.00",,3%,0%,"$10,167.00","$338,900.00","$338,900.00",10/11/2025,2,5,36868,3581,Condo,2024,0%,Zillow,John Broker,"$2,033.40"
